road,place,latitude,longitude,clusterid
Garden Walk,Hackney,51.525797,-0.0819,3443
Drysdale Street,Hackney,51.528025,-0.078549,3444
Drysdale Street,Hackney,51.528045,-0.078828,3445
Haberdasher Street,Hackney,51.529251,-0.083872,3446
Buttesland Street,Hackney,51.528622,-0.083962,3447
Bache's Street,Hackney,51.527667,-0.085762,3448
Hoxton Street,Hackney,51.530127,-0.080267,3449
Provost Street,Hackney,51.529113,-0.088646,3450
Westland Place,Hackney,51.528641,-0.090197,3451
Eagle Wharf Road,Hackney,51.53475,-0.090357,3452
Hoxton Street,Hackney,51.534317,-0.08036,3453
Malborough Avenue,Hackney,51.535998,-0.0672,3454
Jackman Street,Hackney,51.536195,-0.061206,3455
Kingsland Road,Hackney,51.542964,-0.076166,3456
Tottenham Road,Hackney,51.545098,-0.076236,3457
Kingsland Passage,Hackney,51.546337,-0.076068,3458
Colvestone Crescent,Hackney,51.54896,-0.072946,3459
St. Mark's Rise,Hackney,51.549229,-0.070905,3460
Burma Court Estate,Hackney,51.556076,-0.08899,3461
Alconbury Road,Hackney,51.562376,-0.065628,3462
Glyn Road,Hackney,51.54909,-0.039867,3463
St Paul Street,Islington,51.537398,-0.09225,3464
Princes Avenue,Haringey,51.590319,-0.144019,3465
Dukes Avenue,Haringey,51.59145,-0.141629,3466
Haringey Park,Haringey,51.578094,-0.121797,3467
Weston Park,Haringey,51.579581,-0.123279,3468
Elder Avenue,Haringey,51.581319,-0.122235,3469
Harvey Road,Haringey,51.584364,-0.115559,3470
Wightman Road,Haringey,51.588751,-0.109798,3471
The Sandlings,Haringey,51.593422,-0.102253,3472
The Sandlings,Haringey,51.593474,-0.102401,3473
Stanhope Street,Camden,51.526358,-0.140917,3474
William Road,Camden,51.527146,-0.140037,3475
Polygon Road,Camden,51.531378,-0.133523,3476
Mornington Terrace,Camden,51.533794,-0.142158,3477
Park Village East,Camden,51.534296,-0.143971,3478
Chalton Street,Camden,51.535103,-0.133145,3479
St Pancras Way,Camden,51.539654,-0.135241,3480
Carol Street,Camden,51.539327,-0.14063,3481
Greenland Place,Camden,51.53888,-0.141646,3482
Rochester Square,Camden,51.543478,-0.136205,3483
Camden Square,Camden,51.544275,-0.13225,3484
Cantelowes Road,Camden,51.546246,-0.131797,3485
Lawford Road,Camden,51.546322,-0.13569,3486
Bartholomew Villas,Camden,51.546547,-0.140206,3487
Castle Road,Camden,51.545222,-0.14191,3488
Kelly Street,Camden,51.546062,-0.143777,3489
Healey Street,Camden,51.545611,-0.145425,3490
Raglan Street,Camden,51.548017,-0.142408,3491
Raglan Street,Camden,51.548464,-0.142882,3492
Prince of Wales Road,Camden,51.546019,-0.149862,3493
Castlehaven Road,Camden,51.542543,-0.14477,3494
Spring Place,Camden,51.549078,-0.146484,3495
Grove End,Camden,51.557184,-0.146806,3496
Twisden Road,Camden,51.557874,-0.143406,3497
York Rise,Camden,51.558807,-0.14384,3498
Rona Road,Camden,51.55554,-0.154355,3499
Savernake Road,Camden,51.5558,-0.155308,3500
Estelle Road,Camden,51.555557,-0.15551,3501
Courthope Road,Camden,51.554866,-0.156103,3502
Courthope Road,Camden,51.555706,-0.156556,3503
Shirlock Road,Camden,51.555482,-0.157437,3504
Elaine Grove,Camden,51.553477,-0.154129,3505
Vicar's Road,Camden,51.552496,-0.151954,3506
Weedington Road,Camden,51.550664,-0.151077,3507
Bassett Street,Camden,51.548676,-0.151426,3508
Queens Crescent,Camden,51.547991,-0.153999,3509
Southampton Road,Camden,51.551806,-0.157404,3510
Garnett Road,Camden,51.552166,-0.161643,3511
Lawn Road,Camden,51.553257,-0.161536,3512
Constantine Road,Camden,51.554792,-0.162695,3513
Elm Terrace,Camden,51.554253,-0.16441,3514
Parliament Hill,Camden,51.556853,-0.163125,3515
Nassington Road,Camden,51.556547,-0.160838,3516
Tanza Road,Camden,51.556674,-0.16013,3517
South Hill Park Gardens,Camden,51.558213,-0.164223,3518
South Hill Park Gardens,Camden,51.558878,-0.163673,3519
Pilgrim's Lane,Camden,51.555735,-0.171841,3520
Hampsted High Street,Camden,51.555242,-0.174316,3521
Hampsted High Street,Camden,51.555599,-0.176252,3522
Heath Street,Camden,51.555507,-0.178593,3523
Vale of Heath,Camden,51.562223,-0.176483,3524
Templewood Avenue,Camden,51.559528,-0.187701,3525
Fortune Green Road,Camden,51.555206,-0.196777,3526
Ajax Road,Camden,51.554105,-0.19697,3527
Hillfield Road,Camden,51.552639,-0.197064,3528
Aldred Road,Camden,51.552475,-0.195962,3529
Holmdale Road,Camden,51.551108,-0.194728,3530
Holmdale Road,Camden,51.550502,-0.193932,3531
West End Lane,Camden,51.552195,-0.191943,3532
Honeybourne Road,Camden,51.552041,-0.190631,3533
Crediton Hill,Camden,51.552509,-0.189542,3534
Alvanley Gardens,Camden,51.552289,-0.188078,3535
Alvanley Gardens,Camden,51.551397,-0.187022,3536
Gondar Gardens,Camden,51.553819,-0.200565,3537
Gondar Gardens,Camden,51.553409,-0.202439,3538
Minster Road,Camden,51.553664,-0.203254,3539
Mill Lane,Camden,51.551123,-0.203021,3540
Mill Lane,Camden,51.551171,-0.201349,3541
Ravenshaw Street,Camden,51.550966,-0.20076,3542
Hillfield Road,Camden,51.551431,-0.200715,3543
Hillfield Road,Camden,51.551856,-0.200516,3544
Hillfield Road,Camden,51.551733,-0.201216,3545
Fordwych Road,Camden,51.548256,-0.201884,3546
Maygrove Road,Camden,51.547649,-0.200996,3547
Loveridge Road,Camden,51.54732,-0.199205,3548
Ariel Road,Camden,51.547321,-0.198224,3549
Maygrove Road,Camden,51.547861,-0.19643,3550
Iverson Road,Camden,51.547241,-0.196068,3551
Glenbrook Road,Camden,51.550568,-0.197487,3552
Solent Road,Camden,51.549899,-0.196142,3553
Holmdale Road,Camden,51.550032,-0.193599,3554
Sumatra Road,Camden,51.548965,-0.194277,3555
Sumatra Road,Camden,51.548859,-0.192642,3556
Kingdon Road,Camden,51.549395,-0.193162,3557
Kingdon Road,Camden,51.549668,-0.192784,3558
Dennington Park Road,Camden,51.550116,-0.192414,3559
Sandwell Crescent,Camden,51.549429,-0.191877,3560
Fawley Road,Camden,51.550183,-0.191196,3561
Lymington Road,Camden,51.549264,-0.190715,3562
Rosemont Road,Camden,51.549117,-0.183489,3563
Lindfield Gardens,Camden,51.551476,-0.18222,3564
Frognal,Camden,51.551251,-0.1805,3565
Maresfield Gardens,Camden,51.549435,-0.177675,3566
Fairhazel Gardens,Camden,51.546269,-0.185398,3567
Sherriff Road,Camden,51.546088,-0.191545,3568
Hilltop Road,Camden,51.545078,-0.193121,3569
Hemstal Road,Camden,51.544425,-0.194064,3570
Hemstal Road,Camden,51.544516,-0.195394,3571
Lowfield Road,Camden,51.545278,-0.196155,3572
Lowfield Road,Camden,51.545608,-0.195941,3573
Hemstal Road,Camden,51.544958,-0.196989,3574
Kingsgate Road,Camden,51.544214,-0.196359,3575
Cotleigh Road,Camden,51.543545,-0.193071,3576
Kingsgate Road,Camden,51.542754,-0.1955,3577
Gascony Avenue,Camden,51.542629,-0.195061,3578
Gascony Avenue,Camden,51.542253,-0.196756,3579
Kingsgate Road,Camden,51.541619,-0.195389,3580
Kingsgate Road,Camden,51.541507,-0.19528,3581
Abbot's Place,Camden,51.540662,-0.191022,3582
Priory Park Road,Brent,51.540367,-0.196929,3583
Greencroft Gardens,Camden,51.544137,-0.18241,3584
Loudoun Road,Camden,51.541092,-0.179161,3585
West End Lane,Camden,51.53945,-0.191826,3586
Priory Road,Camden,51.538766,-0.19041,3587
Kilburn Vale,Camden,51.538323,-0.191387,3588
Kilburn Priory,Camden,51.5356,-0.189794,3589
Greville Road,Camden,51.536013,-0.186963,3590
Elsworthy Road,Camden,51.541234,-0.164886,3591
Regent's Park Road,Camden,51.543744,-0.152927,3592
Regent's Park Road,Camden,51.543533,-0.153533,3593
Gloucester Avenue,Camden,51.542492,-0.155171,3594
Berkley Road,Camden,51.541744,-0.156233,3595
Regent's Park Road,Camden,51.541791,-0.156472,3596
Fitzroy Road,Camden,51.540166,-0.154414,3597
Dumpton Place,Camden,51.541448,-0.153202,3598
Princess Road,Camden,51.539262,-0.152063,3599
Eton Road,Camden,51.545393,-0.157706,3600
Provost Road,Camden,51.544659,-0.15855,3601
Eton Villas,Camden,51.545642,-0.158563,3602
Steele's Road,Camden,51.545156,-0.160096,3603
Fellows Road,Camden,51.54465,-0.162025,3604
Eton Avenue,Camden,51.545525,-0.163119,3605
England's Lane,Camden,51.546689,-0.161048,3606
Antrim Grove,Camden,51.548436,-0.162099,3607
Belsize Grove,Camden,51.549058,-0.163841,3608
Winchester Road,Camden,51.542396,-0.171591,3609
Fellows Road,Camden,51.543437,-0.171387,3610
Kings College Road,Camden,51.543754,-0.169736,3611
Fellows Road,Camden,51.543986,-0.167138,3612
Merton Rise,Camden,51.544497,-0.166788,3613
Belsize Park,Camden,51.545718,-0.174681,3614
Belsize Park,Camden,51.546172,-0.173888,3615
Lancaster Grove,Camden,51.545811,-0.167782,3616
Lambolle Place,Camden,51.545681,-0.165493,3617
Lambolle Road,Camden,51.546447,-0.166373,3618
Belsize Square,Camden,51.547163,-0.169098,3619
Howitt Road,Camden,51.548096,-0.166121,3620
Glenilla Road,Camden,51.548698,-0.167943,3621
Belsize Avenue,Camden,51.549974,-0.168623,3622
Belsize Terrace,Camden,51.548933,-0.171069,3623
Belsize Lane,Camden,51.549008,-0.171875,3624
Daleham Gardens,Camden,51.5499,-0.174074,3625
Cartwright Gardens,Camden,51.52658,-0.126169,3626
Lofting Road,Islington,51.54103,-0.109307,3627
Coventry Close,Brent,51.536411,-0.19351,3628
Algernon Road,Brent,51.538395,-0.197814,3629
Victoria Road,Brent,51.539606,-0.196043,3630
Willesden Lane,Brent,51.54169,-0.198698,3631
Messina Avenue,Brent,51.542311,-0.198196,3632
Grangeway,Brent,51.542924,-0.198438,3633
Buckley Road,Brent,51.542956,-0.199752,3634
Dyne Road,Brent,51.544515,-0.201553,3635
Minster Road,Brent,51.551292,-0.208314,3636
Manstone Road,Brent,51.552516,-0.210026,3637
Manstone Road,Brent,51.553018,-0.20902,3638
Rondu Road,Brent,51.553292,-0.210741,3639
Skardu Road,Brent,51.55397,-0.211636,3640
Skardu Road,Brent,51.554309,-0.210984,3641
Richborough Road,Brent,51.555085,-0.212866,3642
Kingsbury Road,Brent,51.585128,-0.278251,3643
Kilburn Lane,Brent,51.532937,-0.205915,3644
Claremont Road,Brent,51.533479,-0.206169,3645
Saltram Crescent,Brent,51.532038,-0.202262,3646
Fernhead Road,Brent,51.532229,-0.202766,3647
Denholme Road,Brent,51.530872,-0.199807,3648
Saltram Crescent,Brent,51.530461,-0.198846,3649
Croxley Road,Brent,51.52933,-0.198778,3650
Saltram Crescent,Brent,51.528226,-0.198318,3651
Beethoven Street,Brent,51.532051,-0.209827,3652
Oliphant Street,Brent,51.530944,-0.214467,3653
Buller Road,Brent,51.529842,-0.21633,3654
Pember Road,Brent,51.529353,-0.216572,3655
Wakeman Road,Brent,51.530951,-0.217255,3656
Harvist Road,Brent,51.532237,-0.21698,3657
Bolton Gardens,Brent,51.533218,-0.218727,3658
Station Terrace,Brent,51.534113,-0.220477,3659
Harvist Road,Brent,51.534199,-0.207721,3660
Harvist Road,Brent,51.533931,-0.209176,3661
Summerfield Avenue,Brent,51.535493,-0.206453,3662
Montrose Avenue,Brent,51.53637,-0.206119,3663
Winchester Avenue,Brent,51.540737,-0.208759,3664
Willesden Lane,Brent,51.546969,-0.222745,3665
Walm Lane,Brent,51.547892,-0.223597,3666
Station Parade,Brent,51.549401,-0.221379,3667
Belton Road,Brent,51.54852,-0.237598,3668
High Road,Brent,51.548521,-0.240245,3669
London Road,Brent,51.552788,-0.295011,3670
St. John's Road,Brent,51.553238,-0.296074,3671
Artillery Lane,Hammersmith and Fulham,51.517201,-0.237818,3672
Lime Grove,Hammersmith and Fulham,51.502273,-0.229549,3673
Shrewsbury Road,City of Westminster,51.518021,-0.197453,3674
Shrewsbury Road,City of Westminster,51.518605,-0.197825,3675
Westbourne Park Road,City of Westminster,51.518021,-0.200443,3676
St Stephen's Gardens,City of Westminster,51.518549,-0.194506,3677
Westbourne Park Villas,City of Westminster,51.519175,-0.194111,3678
Westbourne Park Villas,City of Westminster,51.518926,-0.191589,3679
Alexander Street,City of Westminster,51.517974,-0.192947,3680
Westbourne Park Road,City of Westminster,51.518157,-0.191757,3681
Westbourne Gardens,City of Westminster,51.517026,-0.190723,3682
Balcombe Street,City of Westminster,51.525007,-0.162799,3683
Taunton Place,City of Westminster,51.525157,-0.163495,3684
Salisbury Street,City of Westminster,51.523399,-0.170014,3685
Frampton Street,City of Westminster,51.523944,-0.173847,3686
Randolph Avenue,City of Westminster,51.52407,-0.178543,3687
Clarendon Gardens,City of Westminster,51.524645,-0.179652,3688
Clarendon Terrace,City of Westminster,51.525383,-0.178177,3689
Clifton Gardens,City of Westminster,51.524192,-0.182206,3690
Randolph Avenue,City of Westminster,51.527142,-0.182681,3691
Warwick Avenue,City of Westminster,51.523159,-0.183659,3692
Castellain Road,City of Westminster,51.524521,-0.185215,3693
Barnwood Close,City of Westminster,51.522978,-0.187931,3694
Castellain Road,City of Westminster,51.526056,-0.187372,3695
Warwick Avenue,City of Westminster,51.524979,-0.188261,3696
Sutherland Avenue,City of Westminster,51.524553,-0.190373,3697
Sevington Street,City of Westminster,51.524256,-0.191443,3698
Marylands Road,City of Westminster,51.523616,-0.194503,3699
Edbrooke Road,City of Westminster,51.525086,-0.19617,3700
Woodfield Road,City of Westminster,51.522938,-0.200898,3701
Walterton Road,City of Westminster,51.524662,-0.201111,3702
Hormead Road,City of Westminster,51.524774,-0.204461,3703
Fermoy Road,City of Westminster,51.525283,-0.204226,3704
Lauderdale Road,City of Westminster,51.527615,-0.19018,3705
Delaware Road,City of Westminster,51.526291,-0.190961,3706
Delaware Road,City of Westminster,51.526754,-0.191825,3707
Grantully Road,City of Westminster,51.528404,-0.191604,3708
Widley Road,City of Westminster,51.527808,-0.194582,3709
Lanhill Road,City of Westminster,51.527038,-0.197107,3710
Warlock Road,City of Westminster,51.525908,-0.197756,3711
Barnsdale Road,City of Westminster,51.526317,-0.200665,3712
Fernhead Road,City of Westminster,51.526573,-0.201436,3713
Fernhead Road,City of Westminster,51.52804,-0.201384,3714
Shirland Road,City of Westminster,51.528781,-0.202294,3715
Bravington Road,City of Westminster,51.528997,-0.204295,3716
Coomassie Road,City of Westminster,51.527276,-0.204016,3717
Caird Street,City of Westminster,51.528124,-0.206408,3718
Second Avenue,City of Westminster,51.526774,-0.207115,3719
Third Avenue,City of Westminster,51.5267,-0.207854,3720
Enbrook Street,City of Westminster,51.527716,-0.20782,3721
Enbrook Street,City of Westminster,51.527962,-0.21015,3722
Ilbert Street,City of Westminster,51.529042,-0.21135,3723
Lothrop Street,City of Westminster,51.530041,-0.211111,3724
Marne Street,City of Westminster,51.530485,-0.211515,3725
Sixth Avenue,City of Westminster,51.527469,-0.213639,3726
Harrow Road,City of Westminster,51.52714,-0.213229,3727
Peach Road,City of Westminster,51.531044,-0.213861,3728
Marban Road,City of Westminster,51.531025,-0.203942,3729
Randolph Avenue,City of Westminster,51.530149,-0.186404,3730
Lanark Road,City of Westminster,51.531306,-0.186381,3731
Alma Square,City of Westminster,51.531703,-0.179179,3732
Violet Hill,City of Westminster,51.53239,-0.181183,3733
Abercorn Place,City of Westminster,51.531818,-0.182182,3734
Scott Ellis Gardens,City of Westminster,51.528019,-0.176599,3735
Cavendish Close,City of Westminster,51.530877,-0.171907,3736
Barrow Hill Road,City of Westminster,51.532404,-0.169097,3737
Allitsen Road,City of Westminster,51.53444,-0.167889,3738
St John's Wood Terrace,City of Westminster,51.535683,-0.167693,3739
Clere Street,Islington,51.523955,-0.084956,3740
Epworth Street,Islington,51.523287,-0.08687,3741
Bunhill Row,Islington,51.523744,-0.090056,3742
Golden Lane,Islington,51.522188,-0.09462,3743
Aylesbury Street,Islington,51.52336,-0.104292,3744
Crawford Passage,Islington,51.523802,-0.109672,3745
Back Hill,Islington,51.522836,-0.109368,3746
St John Street,Islington,51.520788,-0.101636,3747
Granville Street,Islington,51.528044,-0.114202,3748
Goswell Road,Islington,51.528196,-0.100936,3749
Dingley Road,Islington,51.528635,-0.093965,3750
Frome Street,Islington,51.533949,-0.09765,3751
Colebrooke Row,Islington,51.535763,-0.101583,3752
Packington Street,Islington,51.536655,-0.098018,3753
Sebbon Street,Islington,51.540907,-0.100481,3754
Offord Street,Islington,51.542948,-0.115803,3755
Duncan Terrace,Islington,51.531759,-0.104567,3756
Ramsey Walk,Islington,51.546155,-0.089323,3757
St. Paul's Road,Islington,51.547048,-0.09061,3758
Harecourt Road,Islington,51.547506,-0.094305,3759
Mildmay Grove N,Islington,51.548933,-0.083155,3760
Catherall Road,Islington,51.558018,-0.091262,3761
Highbury Quadrant,Islington,51.558305,-0.092484,3762
Kelross Road,Islington,51.555746,-0.094771,3763
Highbury Grange,Islington,51.554866,-0.096113,3764
Fergus Road,Islington,51.549028,-0.100222,3765
Roseleigh Avenue,Islington,51.554402,-0.100075,3766
Aubert Road,Islington,51.555756,-0.09959,3767
Legard Road,Islington,51.557448,-0.099339,3768
Blackstock Road,Islington,51.561368,-0.09921,3769
Somerfield Road,Islington,51.56348,-0.102007,3770
Grenville Road,Islington,51.568674,-0.121057,3771
Heathville Road,Islington,51.572769,-0.120508,3772
Ella Road,Islington,51.575228,-0.120057,3773
Crouch Hill,Islington,51.574488,-0.12146,3774
Hornsey Rise Gardens,Islington,51.57369,-0.126432,3775
Sunnyside Road,Islington,51.571654,-0.127132,3776
Dresden Road,Islington,51.572011,-0.130255,3777
Gresley Road,Islington,51.571914,-0.132357,3778
Gladsmuir Road,Islington,51.569517,-0.135307,3779
Parolles Road,Islington,51.568559,-0.134181,3780
Tremlett Grove,Islington,51.562564,-0.13801,3781
Fairmead Road,Islington,51.560588,-0.124582,3782
Tavistock Terrace,Islington,51.560698,-0.126217,3783
Wedmore Street,Islington,51.561347,-0.126892,3784
Alexander Road,Islington,51.562146,-0.123003,3785
Hornsey Road,Islington,51.558666,-0.113408,3786
Dunford Road,Islington,51.554658,-0.113341,3787
Biddestone Road,Islington,51.555411,-0.117614,3788
Pemberton Gardens,Islington,51.562323,-0.133691,3789
Gillingham Road,Barnet,51.560914,-0.209984,3790
Golders Green Road,Barnet,51.572422,-0.198209,3791
Eastcote Road,Harrow,51.564046,-0.353792,3792
Lowlands Road,Harrow,51.578127,-0.337575,3793
Greenhill Way,Harrow,51.581722,-0.334066,3794
Greenhill Road,Harrow,51.581964,-0.334767,3795
Avonmore Road,Hammersmith and Fulham,51.494829,-0.206913,3796
Shelton Street,City of Westminster,51.513513,-0.125924,3797
Queenstown Road,Wandsworth,51.470826,-0.149147,3798
Queensberry Place,Kensington and Chelsea,51.494245,-0.177331,3799
Cornwall Gardens,Kensington and Chelsea,51.497034,-0.186529,3800
Cornwall Gardens,Kensington and Chelsea,51.497003,-0.188808,3801
Marloes Road,Kensington and Chelsea,51.496589,-0.19236,3802
Lexham Gardens,Kensington and Chelsea,51.495832,-0.192811,3803
Hilldrop Crescent,Islington,51.551983,-0.12746,3804
Middleton Grove,Islington,51.551032,-0.125281,3805
Welland Street,Greenwich,51.482197,-0.010222,3806
Victoria Road,Kingston Upon Thames,51.391743,-0.307819,3807
Ulverstone Road,Lambeth,51.437268,-0.106393,3808
Bridge Avenue,Hammersmith and Fulham,51.4921,-0.228974,3809
Wallington Library Car Park,Sutton,51.358108,-0.15085,3810
Flood Street,Kensington and Chelsea,51.486747,-0.165837,3811
New Oxford Street,Camden,51.51722,-0.123706,3812
New Oxford Street,Camden,51.517177,-0.124058,3813
Weimar Street,Wandsworth,51.465366,-0.214631,3814
Esmond Street,Wandsworth,51.462078,-0.210564,3815
Cadogan Gardens,Kensington and Chelsea,51.492547,-0.160047,3816
Symons Street,Kensington and Chelsea,51.492562,-0.159824,3817
Bank Street (Courier Only),Tower Hamlets,51.502613,-0.017785,3818
Bramerton Street,Kensington and Chelsea,51.48611,-0.171308,3819
St George Street,City of Westminster,51.513455,-0.143693,3820
North Wharf Road,City of Westminster,51.518652,-0.176484,3821
Queen Elizabeth Hospital Car Park 2,Greenwich,51.479452,0.052458,3822
Sellons Avenue,Brent,51.537183,-0.242984,3823
High Street,Bromley,51.3763473,0.0997497,3824
Melcombe Street,City of Westminster,51.52291,-0.158795,3825
Vicarage Road,Kingston Upon Thames,51.412007,-0.307588,3826
Thames Side,Kingston Upon Thame,51.412128,-0.307593,3827
Borough High Street,Southwark,51.5042398,-0.0909882,3828
Copperbox Arena,Hackney,51.5447898,-0.0204431,3829
Ebury Square,City of Westminster,51.491988,-0.150453,3830
Haydon Park Road,Merton,51.426847,-0.190995,3831
Compton Road,Merton,51.42242,-0.20821,3832
Hatchard Road,Islington,51.566123,-0.125626,3833
Redchurch Street,Tower Hamlets,51.524748,-0.072459,3834
Ingestre Place,City of Westminster,51.51344,-0.135844,3835
St Chad's Street,Camden,51.530118,-0.120986,3836
Baldwin's Gardens,Camden,51.519863,-0.111331,3837
Trossachs Road,Southwark,51.458028,-0.080022,3838
Tableer Avenue,Lambeth,51.458145,-0.137866,3839
Hatton Garden,Camden,51.5204878,-0.1084437,3840
St Cross Street,Camden,51.520693,-0.108243,3841
Greville Street,Camden,51.519389,-0.107884,3842
Eastbourne Terrace,City of Westminster,51.516216,-0.177915,3843
Barcombe Avenue,Lambeth,51.439076,-0.125673,3844
Clifford Street,City of Westminster,51.51113,-0.141132,3845
Bank Street (Courier Only),Tower Hamlets,51.502897,-0.020037,3846
International Way,Newham,51.545307,-0.005489,3847
London Wall Car Park,City of London ,51.517533,-0.094712,3848
Hubert Grove,Lambeth,51.464763,-0.123261,3849
Bourbon Road,Lambeth,51.473474,-0.109816,3850
Bridge Lane,Barnet,51.582462,-0.199807,3851
Amberley Road,City of Westminster,51.522615,-0.193673,3852
Gresse Street,Camden,51.517566,-0.13325,3853
"Bloomsbury Square
",Camden,51.519097,-0.123743,3854
O2 Arena Car Parks 3 & 4,Greenwich,51.49973,0.007494,3855
Comyn Road,Wandsworth,51.461853,-0.167965,3856
Raymond Road,Merton,51.420744,-0.210566,3857
Sudbourne Road,Lambeth,51.458485,-0.119018,3858
Canada Square Car Park,Tower Hamlets,51.504379,-0.015576,3859
The Gardens,Southwark,51.460439,-0.067997,3860
Roundhouse Lane Car Park,Newham,51.544429,-0.009824,3861
Killyon Road,Lambeth,51.46894,-0.136402,3862
Ridgemount Street,Camden,51.521005,-0.131953,3864
Lavington Street,Southwark,51.505209,-0.098495,3865
Queensborough Terrace,City of Westminster,51.5138,-0.185928,3866
Ravensbury Road,Wandsworth,51.441668,-0.190859,3867
Kew Ferry Lane Car Park,Richmond Upon Thames,51.483638,-0.296605,3868
Medfield Street,Wandsworth,51.449877,-0.238695,3869
Wellington Street,City of Westminster,51.51209,-0.12061,3870
Handyside Street,Camden,51.537295,-0.124658,3871
Vauxhall Bridge Road,City of Westminster,51.495728,-0.142328,3872
Abbevile Road,Lambeth,51.458166,-0.134531,3873
Wendon Street,Tower Hamlets,51.536494,-0.026363,3874
Victoria Embankment,City of Westminster,51.507457,-0.121548,3875
Victoria Embankment,City of Westminster,51.509268,-0.119436,3876
Victoria Embankment,City of Westminster,51.510451,-0.115904,3877
Tooley Street,Southwark,51.50305,-0.07858,3878
Sloane Avenue,Kensington and Chelsea,51.492832,-0.167032,3879
Tooley Street,Southwark,51.504471,-0.082778,3880
Warwick Row,City of Westminster,51.498436,-0.142781,3881
Warwick Row,City of Westminster,51.498553,-0.142827,3882
Warwick Row,City of Westminster,51.498675,-0.14272,3883
Essex Road,Islington,51.544852,-0.088645,3884
Lambert Road,Lambeth,51.455766,-0.124354,3885
St Cross Street,Camden,51.520984,-0.106911,3886
Queen's Gate,Kensington and Chelsea,51.493613,-0.178605,3887
Kilburn Lane ,Brent,51.531166,-0.215351,3888
Mirabel Road,Hammersmith and Fulham,51.481233,-0.204361,3889
Mirabel Road,Hammersmith and Fulham,51.481302,-0.20446,3890
North Greenwich Station Car Park,Greenwich,51.498587,0.004328,3891
7 Beaumont Avenue Ashfield House,Hammersmith and Fulham,51.490948,-0.204137,3892
Palace Street,City of Westminster,51.498734,-0.141714,3893
Rattray Road,Lambeth,51.460195,-0.113025,3894
Grange Park Road,Croydon,51.399072,-0.09641,3895
Dean Street,City of Westminster,51.514229,-0.132918,3896
Swan Road,Southwark,51.499317,-0.050085,3897
Webber Row,Southwark,51.500538,-0.106571,3898
Carshalton High Street Car Park,Sutton,51.365438,-0.161364,3899
Wollstonecraft Street,Camden,51.537491,-0.126714,3900
Queen's Gate Terrace,Kensington and Chelsea,51.498838,-0.180095,3901
Saint Alphonsus Road,Lambeth,51.461282,-0.13704,3902
Endsleigh Street,Camden,51.526392,-0.131193,3903
Beaufort Street,Kensington and Chelsea,51.486681,-0.178289,3904
Shepherds Bush Road,Hammersmith and Fulham,51.496709,-0.223895,3905
Cato Road,Lambeth,51.463662,-0.131606,3906
"Ostade Road
",Lambeth,51.448803,-0.118681,3907
Brading Road,Lambeth,51.449341,-0.120443,3908
Probyn Road,Lambeth,51.439695,-0.108156,3909
Webber Row,Southwark,51.499861,-0.10764,3910
Gibson Road,Lambeth,51.492486,-0.116308,3911
Wapping High Street,Tower Hamlets,51.503489,-0.061708,3912
Pump House Lane Car Park,Wandsworth,51.481,-0.142407,3913
Harrington Gardens ,Hammersmith and Fulham,51.4933677,-0.1823419,3914
Amesbury Avenue,Lambeth,51.438533,-0.126028,3915
Lockington Road,Wandsworth,51.477025,-0.146125,3916
Kean Street,City of Westminster,51.514131,-0.119017,3917
Back Hill,Islington,51.522299,-0.109467,3918
Berners Mews,City of Westminster,51.518266,-0.136676,3919
Blairderry Road,Lambeth,51.440128,-0.127019,3920
Park Row Car Park,Greenwich,51.483417,-0.002653,3921
Crystal Palace Park,Bromley,51.420585,-0.068755,3922
Howland Street,Camden,51.521704,-0.137143,3923
Taviton Street,Camden,51.526058,-0.132192,3924
Queen Square,Camden,51.522111,-0.123019,3925
Kirby Street,Camden,51.519681,-0.107193,3926
Bessemer Rd Kings College Hospital,Lambeth,51.468252,-0.094924,3927
Luxborough Street,City of Westminster,51.522489,-0.154229,3928
Saffron Hill,Camden,51.521738,-0.107831,3929
Elms Road,Lambeth,51.4547247,-0.1371019,3930
Broadway Car Park,Merton,51.419142,-0.200398,3931
Park Street,Southwark,51.507045,-0.094859,3932
Newman Street,City of Westminster,51.516634,-0.134991,3933
Canning Place,Kensington and Chelsea,51.499586,-0.184521,3934
Pitshanger Lane,Ealing,51.525957,-0.314495,3935
Blackheath Avenue,Greenwich,51.476811,0.000204,3936
Cleveland Way,Tower Hamlets,51.521043,-0.052272,3937
Diana Memorial Fountain Car Park,City of Westminster,51.50485,-0.172432,3938
Quaker Street,Tower Hamlets,51.522157,-0.075832,3939
Hillingdon Sports and Leisure,Hillingdon,51.5514823,-0.4670899,3940
Ladywell Car Park,Dover,51.128573,1.309341,3941
Via Emilio Morosini,Rome,41.886118,12.468655,3942
Obala Franje Tuđmana,Korčula,42.962054,17.135066,3943
Rue de Vintimille,Paris,48.881822,2.328343,3944
Mann Island,Liverpool,53.403835,-2.994685,3945
Wells Street,City of Westminster,51.51791,-0.138856,3946
Wells Street,City of Westminster,51.517936,-0.13901,3947
Brief Street,Lambeth,51.472565,-0.106147,3948
Cormont Road,Lambeth,51.4725327,-0.1051101,3949
Barking Hospital,Barking and Dagenham,51.538928,0.098236,3950
Bramham Gardens,Kensington and Chelsea,51.4908764,-0.1910229,3951
Rue Popincourt,Paris,48.8571,2.37765,3952
Rue La Fayette,Paris,48.876741,2.34695,3953
